filename,Macro Label,Micro Label,ZdA,Type_A_ZdA,Type_B_ZdA
Backdoor_499,Malware,Backdoor,False,False,False
Backdoor_500,Malware,Backdoor,False,False,False
Backdoor_503,Malware,Backdoor,False,False,False
Backdoor_504,Malware,Backdoor,False,False,False
Backdoor_505,Malware,Backdoor,False,False,False
Backdoor_506,Malware,Backdoor,False,False,False
Backdoor_507,Malware,Backdoor,False,False,False
Backdoor_508,Malware,Backdoor,False,False,False
Backdoor_509,Malware,Backdoor,False,False,False
Backdoor_510,Malware,Backdoor,False,False,False
Backdoor_511,Malware,Backdoor,False,False,False
Backdoor_512,Malware,Backdoor,False,False,False
Backdoor_513,Malware,Backdoor,False,False,False
Backdoor_514,Malware,Backdoor,False,False,False
Backdoor_515,Malware,Backdoor,False,False,False
Backdoor_516,Malware,Backdoor,False,False,False
Backdoor_517,Malware,Backdoor,False,False,False
Backdoor_518,Malware,Backdoor,False,False,False
Backdoor_519,Malware,Backdoor,False,False,False
Backdoor_520,Malware,Backdoor,False,False,False
Backdoor_521,Malware,Backdoor,False,False,False
Backdoor_522,Malware,Backdoor,False,False,False
Backdoor_523,Malware,Backdoor,False,False,False
Backdoor_525,Malware,Backdoor,False,False,False
Backdoor_526,Malware,Backdoor,False,False,False
Backdoor_527,Malware,Backdoor,False,False,False
Backdoor_528,Malware,Backdoor,False,False,False
Backdoor_530,Malware,Backdoor,False,False,False
Backdoor_531,Malware,Backdoor,False,False,False
Backdoor_532,Malware,Backdoor,False,False,False
Backdoor_533,Malware,Backdoor,False,False,False
Backdoor_534,Malware,Backdoor,False,False,False
Backdoor_535,Malware,Backdoor,False,False,False
Backdoor_536,Malware,Backdoor,False,False,False
Backdoor_537,Malware,Backdoor,False,False,False
Backdoor_538,Malware,Backdoor,False,False,False
Backdoor_543,Malware,Backdoor,False,False,False
Backdoor_544,Malware,Backdoor,False,False,False
Backdoor_546,Malware,Backdoor,False,False,False
Backdoor_547,Malware,Backdoor,False,False,False
Backdoor_548,Malware,Backdoor,False,False,False
Backdoor_549,Malware,Backdoor,False,False,False
Backdoor_551,Malware,Backdoor,False,False,False
Backdoor_552,Malware,Backdoor,False,False,False
Backdoor_554,Malware,Backdoor,False,False,False
Backdoor_555,Malware,Backdoor,False,False,False
Backdoor_556,Malware,Backdoor,False,False,False
Backdoor_557,Malware,Backdoor,False,False,False
Backdoor_558,Malware,Backdoor,False,False,False
Backdoor_559,Malware,Backdoor,False,False,False
Backdoor_560,Malware,Backdoor,False,False,False
Backdoor_561,Malware,Backdoor,False,False,False
Backdoor_562,Malware,Backdoor,False,False,False
Backdoor_564,Malware,Backdoor,False,False,False
Backdoor_565,Malware,Backdoor,False,False,False
Backdoor_567,Malware,Backdoor,False,False,False
Backdoor_568,Malware,Backdoor,False,False,False
Backdoor_569,Malware,Backdoor,False,False,False
Backdoor_571,Malware,Backdoor,False,False,False
Backdoor_572,Malware,Backdoor,False,False,False
Backdoor_573,Malware,Backdoor,False,False,False
Backdoor_574,Malware,Backdoor,False,False,False
Backdoor_575,Malware,Backdoor,False,False,False
Backdoor_578,Malware,Backdoor,False,False,False
Backdoor_579,Malware,Backdoor,False,False,False
Backdoor_580,Malware,Backdoor,False,False,False
Backdoor_581,Malware,Backdoor,False,False,False
Backdoor_582,Malware,Backdoor,False,False,False
Backdoor_583,Malware,Backdoor,False,False,False
Backdoor_584,Malware,Backdoor,False,False,False
Backdoor_585,Malware,Backdoor,False,False,False
Backdoor_586,Malware,Backdoor,False,False,False
Backdoor_587,Malware,Backdoor,False,False,False
Backdoor_590,Malware,Backdoor,False,False,False
Backdoor_591,Malware,Backdoor,False,False,False
Backdoor_592,Malware,Backdoor,False,False,False
Backdoor_594,Malware,Backdoor,False,False,False
Backdoor_595,Malware,Backdoor,False,False,False
Backdoor_596,Malware,Backdoor,False,False,False
Backdoor_597,Malware,Backdoor,False,False,False
Backdoor_598,Malware,Backdoor,False,False,False
Backdoor_599,Malware,Backdoor,False,False,False
Backdoor_601,Malware,Backdoor,False,False,False
Backdoor_602,Malware,Backdoor,False,False,False
Backdoor_603,Malware,Backdoor,False,False,False
Backdoor_608,Malware,Backdoor,False,False,False
Backdoor_609,Malware,Backdoor,False,False,False
Backdoor_610,Malware,Backdoor,False,False,False
Backdoor_611,Malware,Backdoor,False,False,False
Backdoor_612,Malware,Backdoor,False,False,False
Backdoor_614,Malware,Backdoor,False,False,False
Backdoor_615,Malware,Backdoor,False,False,False
Backdoor_616,Malware,Backdoor,False,False,False
Backdoor_618,Malware,Backdoor,False,False,False
Backdoor_619,Malware,Backdoor,False,False,False
Backdoor_620,Malware,Backdoor,False,False,False
Backdoor_621,Malware,Backdoor,False,False,False
Backdoor_622,Malware,Backdoor,False,False,False
Backdoor_623,Malware,Backdoor,False,False,False
Backdoor_625,Malware,Backdoor,False,False,False
Backdoor_626,Malware,Backdoor,False,False,False
Backdoor_627,Malware,Backdoor,False,False,False
Backdoor_628,Malware,Backdoor,False,False,False
Backdoor_629,Malware,Backdoor,False,False,False
Backdoor_630,Malware,Backdoor,False,False,False
Backdoor_632,Malware,Backdoor,False,False,False
Backdoor_633,Malware,Backdoor,False,False,False
Backdoor_634,Malware,Backdoor,False,False,False
Backdoor_635,Malware,Backdoor,False,False,False
Backdoor_636,Malware,Backdoor,False,False,False
Backdoor_637,Malware,Backdoor,False,False,False
Backdoor_638,Malware,Backdoor,False,False,False
Backdoor_639,Malware,Backdoor,False,False,False
Backdoor_640,Malware,Backdoor,False,False,False
Backdoor_641,Malware,Backdoor,False,False,False
Backdoor_642,Malware,Backdoor,False,False,False
Backdoor_643,Malware,Backdoor,False,False,False
Backdoor_644,Malware,Backdoor,False,False,False
Backdoor_645,Malware,Backdoor,False,False,False
Backdoor_646,Malware,Backdoor,False,False,False
Backdoor_647,Malware,Backdoor,False,False,False
Backdoor_648,Malware,Backdoor,False,False,False
Backdoor_651,Malware,Backdoor,False,False,False
Backdoor_652,Malware,Backdoor,False,False,False
Backdoor_655,Malware,Backdoor,False,False,False
Backdoor_657,Malware,Backdoor,False,False,False
Backdoor_658,Malware,Backdoor,False,False,False
Backdoor_660,Malware,Backdoor,False,False,False
Backdoor_661,Malware,Backdoor,False,False,False
Backdoor_662,Malware,Backdoor,False,False,False
Backdoor_663,Malware,Backdoor,False,False,False
Backdoor_665,Malware,Backdoor,False,False,False
Backdoor_666,Malware,Backdoor,False,False,False
Backdoor_667,Malware,Backdoor,False,False,False
Backdoor_668,Malware,Backdoor,False,False,False
Backdoor_669,Malware,Backdoor,False,False,False
Backdoor_670,Malware,Backdoor,False,False,False
Backdoor_672,Malware,Backdoor,False,False,False
Backdoor_673,Malware,Backdoor,False,False,False
Backdoor_674,Malware,Backdoor,False,False,False
Backdoor_675,Malware,Backdoor,False,False,False
Backdoor_676,Malware,Backdoor,False,False,False
Backdoor_679,Malware,Backdoor,False,False,False
Backdoor_680,Malware,Backdoor,False,False,False
Backdoor_684,Malware,Backdoor,False,False,False
Backdoor_685,Malware,Backdoor,False,False,False
Backdoor_686,Malware,Backdoor,False,False,False
Backdoor_687,Malware,Backdoor,False,False,False
Backdoor_688,Malware,Backdoor,False,False,False
Backdoor_689,Malware,Backdoor,False,False,False
Backdoor_692,Malware,Backdoor,False,False,False
Backdoor_693,Malware,Backdoor,False,False,False
Backdoor_696,Malware,Backdoor,False,False,False
Backdoor_697,Malware,Backdoor,False,False,False
Backdoor_698,Malware,Backdoor,False,False,False
Backdoor_699,Malware,Backdoor,False,False,False
Backdoor_700,Malware,Backdoor,False,False,False
Backdoor_701,Malware,Backdoor,False,False,False
Backdoor_703,Malware,Backdoor,False,False,False
Backdoor_704,Malware,Backdoor,False,False,False
Backdoor_705,Malware,Backdoor,False,False,False
Backdoor_706,Malware,Backdoor,False,False,False
Backdoor_708,Malware,Backdoor,False,False,False
Backdoor_709,Malware,Backdoor,False,False,False
Backdoor_711,Malware,Backdoor,False,False,False
Backdoor_712,Malware,Backdoor,False,False,False
Backdoor_713,Malware,Backdoor,False,False,False
Backdoor_714,Malware,Backdoor,False,False,False
Backdoor_715,Malware,Backdoor,False,False,False
Backdoor_718,Malware,Backdoor,False,False,False
Backdoor_719,Malware,Backdoor,False,False,False
Backdoor_720,Malware,Backdoor,False,False,False
Backdoor_721,Malware,Backdoor,False,False,False
Backdoor_722,Malware,Backdoor,False,False,False
Backdoor_723,Malware,Backdoor,False,False,False
Backdoor_724,Malware,Backdoor,False,False,False
Backdoor_725,Malware,Backdoor,False,False,False
Backdoor_727,Malware,Backdoor,False,False,False
Backdoor_729,Malware,Backdoor,False,False,False
Backdoor_730,Malware,Backdoor,False,False,False
Backdoor_732,Malware,Backdoor,False,False,False
Backdoor_733,Malware,Backdoor,False,False,False
Backdoor_739,Malware,Backdoor,False,False,False
Backdoor_740,Malware,Backdoor,False,False,False
Backdoor_742,Malware,Backdoor,False,False,False
Backdoor_743,Malware,Backdoor,False,False,False
Backdoor_744,Malware,Backdoor,False,False,False
Backdoor_745,Malware,Backdoor,False,False,False
Backdoor_746,Malware,Backdoor,False,False,False
Backdoor_747,Malware,Backdoor,False,False,False
Backdoor_749,Malware,Backdoor,False,False,False
Backdoor_751,Malware,Backdoor,False,False,False
Backdoor_752,Malware,Backdoor,False,False,False
Backdoor_753,Malware,Backdoor,False,False,False
Backdoor_755,Malware,Backdoor,False,False,False
Backdoor_756,Malware,Backdoor,False,False,False
